Product Name,Barcode,Common Name,Packaging,Brands,Categories,Countries where sold,Nutri-Score,Nutri-Score Quality,NOVA Group,Food Processing,Eco-Score,Packaging Impact,Nutrient Levels,Ingredients,Additives,Ingredient Analysis,fat,saturated-fat,sugars,salt,Ingredient Classifications,Harmful Count,Moderate Count,Safe Count,Dietary Flags,Health Impact Score,Health Classification
fabsta peanut butter creamy - tata - 420g,8904296902104.0,Unknown,Unknown,Tata,"plant-based foods and beverages, plant-based foods, legumes and their products, spreads, plant-based spreads, oilseed purees, legume butters, peanut butters",India,4.0,Average nutritional quality,4.0,Ultra processed foods,2.0,,Fat in high quantity (48%); Saturated fat in high quantity (11%); Sugars in moderate quantity (6%); Salt in moderate quantity (0.7%),"Peanut 90, Sugar, Edible Vegetable Fat Fully Hydrogenated Soyabean Oil, lodised Salt, Emulsifier INS 471 ALLERGEN ADVICE Contains Nut  Soy",E471 - Mono- and diglycerides of fatty acids,May contain palm oil; Vegan status unknown; Vegetarian status unknown,,,,,"{'safe': ['peanut 90', 'edible vegetable fat fully hydrogenated soyabean oil', 'emulsifier ins 471 allergen advice contains nut  soy'], 'moderate': ['sugar', 'lodised salt'], 'harmful': []}",0,2,3,"{'gluten-free': [], 'vegan': [], 'low sugar': ['sugar']}",,Red
hazelnut choco peanut spread - kissan - 350g,8901030926549.0,Unknown,Unknown,Kissan,spreads,India,2.0,Bad nutritional quality,4.0,Ultra processed foods,0.0,,Fat in high quantity (45.2%); Saturated fat in high quantity (12.4%); Sugars in high quantity (25.5%); Salt in moderate quantity (0.56%),"Roasted Peanuts  63, Dark Chocolate Compound30 Sugar, Edible Vegetable Oil Palmolein, Palm Oil, Cocoa Solids, Hydrogenated Palm Fat, Emulsifier  E322 1 Nature Identical Flavouring Substances Hazelnut, Sugar, Hydrogenated Palm Oil, lodised Salt",E322 - Lecithins,Palm oil; Vegan status unknown; Vegetarian,,,,,"{'safe': ['roasted peanuts  63', 'edible vegetable oil palmolein', 'palm oil', 'cocoa solids', 'hydrogenated palm fat', 'hydrogenated palm oil'], 'moderate': ['dark chocolate compound30 sugar', 'emulsifier  e322 1 nature identical flavouring substances hazelnut', 'sugar', 'lodised salt'], 'harmful': []}",0,4,6,"{'gluten-free': [], 'vegan': [], 'low sugar': ['dark chocolate compound30 sugar', 'sugar']}",,Red
nutties - cadbury - 30g,7622202031618.0,Unknown,Unknown,Cadbury,"snacks, sweet snacks, cocoa and its products, confectioneries, chocolate candies, chocolates, milk chocolates, chocolate covered cashews",India,3.0,Bad nutritional quality,4.0,Ultra processed foods,1.0,,Fat in high quantity (24.8%); Saturated fat in high quantity (13.9%); Sugars in high quantity (61.5%); Salt in low quantity (0.292%),"Center 55 Sugar, Cashew Nuts 11, Milk Solids, lodised Salt, Flavour Natural and Nature Identical Flavouring Substances, Emulsifier 442, Almonds, Milk Chocolate 44 Sugar, Milk A Solids 22, Cocoa Butter, Cocoa Solids, Emulsifiers 442,476, Flavours Natural, Nature Identical and Artificial Vanilla Flavouring Substances, Stabilizers 1400, 414, Glazing Agent 904",E1400 - Dextrin; E414 - Acacia gum; E442 - Ammonium phosphatides; E476 - Polyglycerol polyricinoleate; E904 - Shellac,Palm oil content unknown; Non-vegan; Vegetarian,,,,,"{'safe': ['cashew nuts 11', 'milk solids', 'flavour natural and nature identical flavouring substances', 'emulsifier 442', 'almonds', 'milk a solids 22', 'cocoa butter', 'cocoa solids', 'emulsifiers 442,476', 'flavours natural', 'nature identical and artificial vanilla flavouring substances', 'stabilizers 1400', '414', 'glazing agent 904'], 'moderate': ['center 55 sugar', 'lodised salt', 'milk chocolate 44 sugar'], 'harmful': []}",0,3,14,"{'gluten-free': [], 'vegan': ['milk solids', 'milk chocolate 44 sugar', 'milk a solids 22', 'cocoa butter'], 'low sugar': ['center 55 sugar', 'milk chocolate 44 sugar']}",,Red
jain schezwan sauce - aatash - 1kg,8906000913062.0,Unknown,Unknown,Aatash,"condiments, sauces, chinese-sauce",India,5.0,Very good nutritional quality,4.0,Ultra processed foods,0.0,,Fat in low quantity (0.52%); Saturated fat in low quantity (0.412%); Sugars in low quantity (1.02%); Salt in low quantity (0%),"Tomatoes15, Sugar10, chillies8, oil, water, soy sauce, herbs  spices flavour enhancersINS627, INS631, Emulsifying agentINS  415, Acidfying agent INS260, preservativesINS211",E211 - Sodium benzoate; E260 - Acetic acid; E415 - Xanthan gum; E627 - Disodium guanylate; E631 - Disodium inosinate,May contain palm oil; Vegan status unknown; Vegetarian status unknown,,,,,"{'safe': ['tomatoes15', 'chillies8', 'oil', 'water', 'soy sauce', 'herbs  spices flavour enhancersins627', 'ins631', 'emulsifying agentins  415', 'acidfying agent ins260', 'preservativesins211'], 'moderate': ['sugar10'], 'harmful': []}",0,1,10,"{'gluten-free': [], 'vegan': [], 'low sugar': ['sugar10']}",,Red
coconut crunchy - mario,8904300201582.0,Unknown,Unknown,Mario,"snacks, sweet snacks, biscuits and cakes, biscuits",India,2.0,Bad nutritional quality,4.0,Ultra processed foods,3.0,,Fat in high quantity (20.5%); Saturated fat in high quantity (12.8%); Sugars in high quantity (19%); Salt in moderate quantity (1.05%),"REFINED WHEAT FLOUR MAIDA, SUGAR, EDIBLE VEGETABLE OIL REFINED PALM OIL, EDIBLE DESICCATED COCONUT POWDER 55, EDIBLE COCONUT MILK POWDER, EDIBLE OATS POWDER, GLUCOSE POWDER, RAISING AGENTS 503ii,500ii, IODIZED SALT, MILK SOLIDS, CORN STARCH INVERT SYRUP, EMULSIFIERS 322,471, STABILIZER 450i AND FIRMING AGENT 341 i",E322 - Lecithins; E341 - Calcium phosphates; E450 - Diphosphates; E471 - Mono- and diglycerides of fatty acids; E500 - Sodium carbonates; E503 - Ammonium carbonates,Palm oil; Non-vegan; Vegetarian status unknown,,,,,"{'safe': ['refined wheat flour maida', 'edible vegetable oil refined palm oil', 'edible desiccated coconut powder 55', 'edible coconut milk powder', 'edible oats powder', 'glucose powder', 'raising agents 503ii,500ii', 'milk solids', 'corn starch invert syrup', 'emulsifiers 322,471', 'stabilizer 450i and firming agent 341 i'], 'moderate': ['sugar', 'iodized salt'], 'harmful': []}",0,2,11,"{'gluten-free': ['refined wheat flour maida'], 'vegan': ['edible coconut milk powder', 'milk solids'], 'low sugar': ['sugar']}",,Red
vanilla milk - heritage - 200 ml,8904089927383.0,Vanilla milkshake,Unknown,Heritage,"beverages and beverages preparations, beverages, dairies, dairy drinks, flavoured milks, vanilla milkshakes",India,5.0,Poor nutritional quality,4.0,Ultra processed foods,0.0,,Fat in moderate quantity (1.5%); Saturated fat in moderate quantity (1%); Sugars in high quantity (9.5%); Salt in low quantity (0.1%),"Double Toned Milk, Sugar CONTAINS PERMITTED SYNTHETIC FOOD COLOUR INS 102 AND ADDED ARTIFICIAL VANILLA FLAVOURING SUBSTANCE",E102 - Tartrazine,Palm oil content unknown; Vegan status unknown; Vegetarian,,,,,"{'safe': ['double toned milk'], 'moderate': ['sugar contains permitted synthetic food colour ins 102 and added artificial vanilla flavouring substance'], 'harmful': []}",0,1,1,"{'gluten-free': [], 'vegan': ['double toned milk'], 'low sugar': ['sugar contains permitted synthetic food colour ins 102 and added artificial vanilla flavouring substance']}",,Red
original ginger ale - schweppes - 300 ml,8901764211256.0,Ginger Ale,Unknown,Schweppes,"beverages and beverages preparations, beverages, artificially sweetened beverages, sodas, sweetened beverages, ginger ale",India,5.0,Average nutritional quality,4.0,Ultra processed foods,0.0,,Fat in low quantity (0%); Saturated fat in low quantity (0%); Sugars in moderate quantity (4.5%); Salt in low quantity (0.00475%),"CARBONATED WATER, SUGAR, ACIDITY REGULATOR 330, PRESERVATIVE 211 COLOUR 150d, FLAVOURS NATURAL FLAVOURING SUBSTANCES",E150d - Sulphite ammonia caramel; E330 - Citric acid,Palm oil content unknown; Vegan status unknown; Vegetarian,,,,,"{'safe': ['carbonated water', 'acidity regulator 330', 'preservative 211 colour 150d', 'flavours natural flavouring substances'], 'moderate': ['sugar'], 'harmful': []}",0,1,4,"{'gluten-free': [], 'vegan': [], 'low sugar': ['sugar']}",,Red
mixed fruit jam - kissan - 500g,4901034831706.0,Unknown,Unknown,Kissan,"plant-based foods and beverages, plant-based foods, breakfasts, spreads, plant-based spreads, sweet spreads, fruit and vegetable preserves, jams",India,3.0,Missing data to compute the Nutri-Score,4.0,Ultra processed foods,4.0,,Sugars in high quantity (68.1%),"SUGAR, MIXED FRUIT PULP BLEND  60 PAPAYA PULP, PEAR PULP, APPLE JUICE, BANANA PULP PINEAPPLE JUICE, ORANGE JUICE, MANGO PULP, GRAPE JUICE, ACIDITY REGULATORE330, THICKENERE440, 10DISED SALT, VITAMINS  MINERAL, PRESERVATIVEE202, NATURAL FLAVOURING SUBSTANCES, FOOD COLOURE122 NUMBER OF SERVES PER PACK APPROX 25, PER SERVE 20 g 1 Tbsp",E122 - Azorubine; E202 - Potassium sorbate; E330 - Citric acid; E440 - Pectins,Palm oil content unknown; Vegan status unknown; Vegetarian status unknown,,,,,"{'safe': ['mixed fruit pulp blend  60 papaya pulp', 'pear pulp', 'apple juice', 'banana pulp pineapple juice', 'orange juice', 'mango pulp', 'grape juice', 'thickenere440', 'vitamins  mineral', 'preservativee202', 'natural flavouring substances', 'food coloure122 number of serves per pack approx 25', 'per serve 20 g 1 tbsp'], 'moderate': ['sugar', 'acidity regulatore330', '10dised salt'], 'harmful': []}",0,3,13,"{'gluten-free': [], 'vegan': [], 'low sugar': ['sugar']}",,Red
mirinda - pepsico - 475 ml,8902080001170.0,Orange Flavoured Carbonated Beverage,Unknown,Pepsico,"beverages and beverages preparations, beverages, sodas, carbonated fruit soft drink, carbonated fruit soft drink with sugar, sweetened beverages",India,4.0,Bad nutritional quality,4.0,Ultra processed foods,0.0,,Fat in low quantity (0%); Saturated fat in low quantity (0%); Sugars in high quantity (13.8%); Salt in low quantity (0.015%),"CARBONATED WATER, SUGAR, ACIDITY REGULATORS 330, 331, STABILIZERS 1450, 445, PRESERVATIVE 211, COLOUR 110, FLAVOUR NATURAL FLAVOURING SUBSTANCES",E110 - Sunset yellow FCF; E1450 - Starch sodium octenyl succinate; E211 - Sodium benzoate; E330 - Citric acid; E331 - Sodium citrates; E445 - Glycerol esters of wood rosin,Palm oil content unknown; Vegan status unknown; Vegetarian status unknown,,,,,"{'safe': ['carbonated water', 'acidity regulators 330', '331', 'stabilizers 1450', '445', 'preservative 211', 'colour 110', 'flavour natural flavouring substances'], 'moderate': ['sugar'], 'harmful': []}",0,1,8,"{'gluten-free': [], 'vegan': [], 'low sugar': ['sugar']}",,Red
alo frut guava - 200ml,4906440992867.0,Unknown,Unknown,Alo Frut,"beverages and beverages preparations, beverages",India,5.0,Bad nutritional quality,4.0,Ultra processed foods,0.0,,Fat in low quantity (0%); Sugars in high quantity (9.85%); Salt in low quantity (0.0478%),"Water, Aloevera Juice and Pulp 14, Guava Pulp 14 Cane Sugar 10, Acidity Regulator INS 330, Stabilizer INS 440, INS 414, INS 419, INS 445, Preservatives INS 211, INS 202, Colour INS 110, INS 122  Nature Identical Flavouring SubstancesGUAVA FLAVOUR",E110 - Sunset yellow FCF; E122 - Azorubine; E202 - Potassium sorbate; E211 - Sodium benzoate; E330 - Citric acid; E414 - Acacia gum; E419 - Gum ghatti; E440 - Pectins; E445 - Glycerol esters of wood rosin,Palm oil free; Vegan status unknown; Vegetarian,,,,,"{'safe': ['water', 'aloevera juice and pulp 14', 'acidity regulator ins 330', 'stabilizer ins 440', 'ins 414', 'ins 419', 'ins 445', 'preservatives ins 211', 'ins 202', 'colour ins 110', 'ins 122  nature identical flavouring substancesguava flavour'], 'moderate': ['guava pulp 14 cane sugar 10'], 'harmful': []}",0,1,11,"{'gluten-free': [], 'vegan': [], 'low sugar': ['guava pulp 14 cane sugar 10']}",,Red
shots - cadbury - 18 g,7622201150303.0,Chocolate Balls,Unknown,Cadbury,"snacks, sweet snacks, cocoa and its products, confectioneries, chocolate candies, chocolate balls",India,3.0,Bad nutritional quality,4.0,Ultra processed foods,0.0,,Fat in moderate quantity (18.2%); Saturated fat in high quantity (18%); Sugars in high quantity (71.9%); Salt in low quantity (0.25%),"Sugar, Hydrogenated Oils, LactoseRich Deproteinized Whey Permeate Powder, Cocoa solids, Emulsifiers 442, 476, Stabilizer 414, Maltodextrin, Glazing Agent 903, Flavours Natural, Nature identical and Artificial Caramel and Vanilla Flavouring Substances, Colours 102, 133, 122, 110",E102 - Tartrazine; E110 - Sunset yellow FCF; E122 - Azorubine; E133 - Brilliant blue FCF; E414 - Acacia gum; E442 - Ammonium phosphatides; E476 - Polyglycerol polyricinoleate; E903 - Carnauba wax,May contain palm oil; Vegan status unknown; Vegetarian,,,,,"{'safe': ['hydrogenated oils', 'lactoserich deproteinized whey permeate powder', 'cocoa solids', 'emulsifiers 442', '476', 'stabilizer 414', 'maltodextrin', 'glazing agent 903', 'flavours natural', 'nature identical and artificial caramel and vanilla flavouring substances', 'colours 102', '133', '122', '110'], 'moderate': ['sugar'], 'harmful': []}",0,1,14,"{'gluten-free': ['maltodextrin'], 'vegan': ['lactoserich deproteinized whey permeate powder'], 'low sugar': ['sugar']}",,Red
masala guava - réal - 1 l,8901207024566.0,Guava Juice,Unknown,Réal,guava juices,India,5.0,Missing data to compute the Nutri-Score,4.0,Ultra processed foods,0.0,,Sugars in moderate quantity (11.5%); Salt in moderate quantity (0.338%),"Water, Guava Pulp 20, Sugar, lodized Salt, Black Salt, Acidity Regulator INS 330, Stabilizer INS 440, Antioxidant IS 300, Spice and Spice Extracts 004 Chilli, Black Pepper and Capsicum, Colour INS a 160 iii and Flavours Nature Identical Flavouring Substances",E160a - Carotene; E160aiii - Beta-carotene from blakeslea trispora; E300 - Ascorbic acid; E330 - Citric acid; E440 - Pectins,Palm oil free; Vegan status unknown; Vegetarian,,,,,"{'safe': ['water', 'guava pulp 20', 'acidity regulator ins 330', 'stabilizer ins 440', 'antioxidant is 300', 'spice and spice extracts 004 chilli', 'black pepper and capsicum', 'colour ins a 160 iii and flavours nature identical flavouring substances'], 'moderate': ['sugar', 'lodized salt', 'black salt'], 'harmful': []}",0,3,8,"{'gluten-free': [], 'vegan': [], 'low sugar': ['sugar']}",,Red
chicken jumbo hotdog - meatzza - 500g,8904055900679.0,Chicken Hotdog,Unknown,Meatzza,"meats and their products, meats, chicken and its products, poultries, chickens, chicken hotdogs",India,4.0,Poor nutritional quality,4.0,Ultra processed foods,2.0,,Fat in moderate quantity (14.9%); Saturated fat in high quantity (8.63%); Sugars in low quantity (0%); Salt in moderate quantity (0.873%),"Boneless Chicken Meat 71, Water, Seasoning Sequestrant INS 451, Beet Juice Powder, Starch, Art Oxidant INS 316,4 Dextrose, Sakes  Condiments, todised Salt, Wheat fiber, Soy Protein, Colour Fixative INS 250",E250 - Sodium nitrite; E316 - Sodium erythorbate; E451 - Triphosphates,Palm oil content unknown; Non-vegan; Non-vegetarian,,,,,"{'safe': ['boneless chicken meat 71', 'water', 'seasoning sequestrant ins 451', 'beet juice powder', 'starch', 'art oxidant ins 316,4 dextrose', 'sakes  condiments', 'wheat fiber', 'soy protein', 'colour fixative ins 250'], 'moderate': ['todised salt'], 'harmful': []}",0,1,10,"{'gluten-free': ['wheat fiber'], 'vegan': [], 'low sugar': []}",,Red
snickers - mars - 12g,8906002484003.0,Unknown,Unknown,Mars,"snacks, sweet snacks, cocoa and its products, confectioneries, chocolate candies, chocolates",India,2.0,Bad nutritional quality,4.0,Ultra processed foods,0.0,,Fat in high quantity (22.6%); Saturated fat in high quantity (10.2%); Sugars in high quantity (55.9%); Salt in moderate quantity (0.578%),"Sugar, Milk Solids, Cocoa Butter, Cocoa Solids, Edible vegetable fats  5 Sal fat, Palm oil, Dextrose, Emulsifier E322 Liquid Glucose, Peanuts 14, Sugar, Hydrogenated vegetable oil Palm oil, Milk Solids, Iodized Salt, Cocoa Butter, Cocoa Solids, Edible vegetable fats  5 Sal fat, Palm oil, Dextrose, Emulsifier E322",E322 - Lecithins,Palm oil; Non-vegan; Vegetarian,,,,,"{'safe': ['milk solids', 'cocoa butter', 'cocoa solids', 'edible vegetable fats  5 sal fat', 'palm oil', 'dextrose', 'peanuts 14', 'hydrogenated vegetable oil palm oil', 'milk solids', 'cocoa butter', 'cocoa solids', 'edible vegetable fats  5 sal fat', 'palm oil', 'dextrose'], 'moderate': ['sugar', 'emulsifier e322 liquid glucose', 'sugar', 'iodized salt', 'emulsifier e322'], 'harmful': []}",0,5,14,"{'gluten-free': [], 'vegan': ['milk solids', 'cocoa butter', 'milk solids', 'cocoa butter'], 'low sugar': ['sugar', 'sugar']}",,Red
roasted makhana - gorgon nut,8908005667049.0,Roasted Fox Nuts,Unknown,Gorgon Nut,"snacks, roasted fox nuts",India,5.0,Missing data to compute the Nutri-Score,4.0,Ultra processed foods,0.0,,Fat in moderate quantity (16.7%); Saturated fat in moderate quantity (1.7%); Sugars in low quantity (2%),"MakhanaGorgon Nut, Edible Vegetable Oil, Salt, Maltodextrin, Sugar, Garlic, Spices And Condiments Chilli, Cinnamon, Onion, Acidity regulator E330, E296, Anticaking agent E551, Flavour enhancer E627, E631, Hydrolysed Vegetables Protien and antioxidant E319",E296 - Malic acid; E319 - Tertiary-butylhydroquinone (tbhq); E330 - Citric acid; E551 - Silicon dioxide; E627 - Disodium guanylate; E631 - Disodium inosinate,May contain palm oil; Vegan status unknown; Vegetarian,,,,,"{'safe': ['makhanagorgon nut', 'edible vegetable oil', 'maltodextrin', 'garlic', 'spices and condiments chilli', 'cinnamon', 'onion', 'e296', 'anticaking agent e551', 'flavour enhancer e627', 'e631', 'hydrolysed vegetables protien and antioxidant e319'], 'moderate': ['salt', 'sugar', 'acidity regulator e330'], 'harmful': []}",0,3,12,"{'gluten-free': ['maltodextrin'], 'vegan': [], 'low sugar': ['sugar']}",,Red
roasted soybean - healthy treat - 200 g,8906007063401.0,Roasted Soybeans,Unknown,Healthy Treat,roasted soyabean with salt,India,4.0,Good nutritional quality,3.0,Processed foods,0.0,,Fat in moderate quantity (14%); Saturated fat in low quantity (0%); Sugars in low quantity (0%); Salt in moderate quantity (0.8%),"SOYABEAN, HIMALAYAN SALT, CAROM SEEDS, DRY MANGO POWDER, BLACK SALT, BAY LEAVES POWDER, FENNEL SEED, ASAFOETIDA, ACIDITY REGULATOR E296 EDIBLE VEGETABLE OIL COTTON SEED OIL OR SUNFLOWER OIL OIL SPRAYED FOR SEASONING APPLICATION ONLY",E296 - Malic acid,Palm oil free; Vegan; Vegetarian,,,,,"{'safe': ['soyabean', 'carom seeds', 'dry mango powder', 'bay leaves powder', 'fennel seed', 'asafoetida', 'acidity regulator e296 edible vegetable oil cotton seed oil or sunflower oil oil sprayed for seasoning application only'], 'moderate': ['himalayan salt', 'black salt'], 'harmful': []}",0,2,7,"{'gluten-free': [], 'vegan': [], 'low sugar': []}",,Red
