Product Name,Barcode,Common Name,Brands,Categories,Nutri-Score,Nutri-Score Quality,NOVA Group,Food Processing,Eco-Score,Nutrient Levels,Ingredients,Additives,Ingredient Analysis
Milk Bikis - Britannia - 67 g,8901063012622.0,Unknown,Britannia,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits",Nutri-Score E,Bad nutritional quality,NOVA 4,Ultra processed foods,Eco-Score D,Fat in moderate quantity (18%); Saturated fat in high quantity (8.8%); Sugars in high quantity (23.4%); Salt in moderate quantity (0.718%),"wheat flour atta , sugar, refined palm oil, milk products  sweetened condensed partly skimmed milk  milk solids, invert sugar syrup, raising agents ii  ii, iodised salt, emulsifiers i,   i, minerals, nature identical  artificial milk flavouring substances and vitamins",['e322 - lecithins; e481 - sodium stearoyl-2-lactylate; e500 - sodium carbonates; e503 - ammonium carbonates'],Palm oil; Non-vegan; Vegetarian
Sunflower seeds - Jewel Farmer - 200 g,8906069413305.0,Unknown,Jewel Farmer,"Plant-based foods and beverages, Plant-based foods, Seeds, Sunflower seeds and their products, Sunflower seeds",Nutri-Score D,Poor nutritional quality,NOVA 1,Unprocessed or minimally processed foods,Eco-Score C,Fat in high quantity (54.4%); Saturated fat in high quantity (26.9%); Sugars in low quantity (0%); Salt in low quantity (0.0075%),sunflower kernels,,Palm oil free; Vegan; Vegetarian
Ragi Bites - Tata Soulfull - 375g,5900114490627.0,Unknown,Tata Soulfull,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Seeds, Cereals and their products, Breakfast cereals, Cereal grains, Flakes, Cereal flakes, Rolled flakes, Millet, Millet flakes",Nutri-Score D,Poor nutritional quality,NOVA 4,Ultra processed foods,Eco-Score E,Fat in low quantity (1.6%); Saturated fat in low quantity (0.8%); Sugars in high quantity (26.5%); Salt in moderate quantity (0.53%),"ragi , refined sugar, rice , wheat , maize , bengal gram dal , cocoa solids , jowar , oats , palmolein oil, natureidentical flavouring substance, lodised salt, stabilizer , malt extract, natural colour d, natural flavour, antioxidant  allergens contains wheat, oats, soy",['e150d - sulphite ammonia caramel; e170 - calcium carbonates; e320 - butylated hydroxyanisole (bha)'],Palm oil; Vegan status unknown; Vegetarian status unknown
mixed fruit vitamin boost - real fruit power - 1 litter,8901207043185.0,Unknown,real fruit power,"Plant-based foods and beverages, Beverages, Plant-based beverages, Fruit-based beverages, Juices and nectars, Fruit juices",Nutri-Score unknown,Missing data to compute the Nutri-Score,NOVA 4,Ultra processed foods,Eco-Score D,Fat in low quantity (0%); Sugars in high quantity (12.4%); Salt in low quantity (0.02%),"water, sugar, mixed fruit concentrate  apple conc, orange conc, guava puree, mango puree conc, apricot puree conc, banana puree, lime juice conc, guava puree conc, passion fruit conc  pineapple conc, apple juice concentrate , guava pulp , mango pulp , banana puree , acidity regulator ins , stabilizer ins , antioxidant ins , colours  a ii   a iii and flavours natural and nature identical flavouring substances and vitamins",['e160 - carotenoids; e300 - ascorbic acid; e330 - citric acid; e440 - pectins'],Palm oil content unknown; Vegan status unknown; Vegetarian
Royal plum cake - Modern Products - 650 g,8904043550305.0,Unknown,Modern Products,"Snacks, Sweet snacks, Biscuits and cakes, Cakes, Fruit cakes, Plum cakes",Nutri-Score D,Poor nutritional quality,NOVA 4,Ultra processed foods,Eco-Score C,Fat in moderate quantity (16.1%); Saturated fat in high quantity (8.6%); Sugars in high quantity (33.7%); Salt in low quantity (0.278%),"sugar, refined wheat flour maida, edible vegetable fat margarine, egg, dry fruits  raisin , cashew nuts , dates , glazed fruit , papaya, sugar, acidity regulator , preservative , food colours ,  , humectants , ii, mixed fruit jam , sugar, mixed fruit pulp, gelling agent , acidity regulator , preservative , , food colours , nature identical flavouring substances, candied orange peel preservatives , , golden syrup, food colour a, candied ginger, preservatives , , cake gel, emulsifiers , , , humectants , ii",['e102 - tartrazine; e122 - azorubine; e129 - allura red; e150a - plain caramel; e211 - sodium benzoate; e224 - potassium metabisulphite; e282 - calcium propionate; e296 - malic acid; e330 - citric acid; e420 - sorbitol; e422 - glycerol; e440 - pectins; e470 - sodium/potassium/calcium and magnesium salts of fatty acids; e471 - mono- and diglycerides of fatty acids; e477 - propane-1‚2-diol esters of fatty acids'],Palm oil content unknown; Non-vegan; Vegetarian status unknown
moong whole unpolished - GoodLife - 1 kg,8904132933033.0,Unknown,GoodLife,"Plant-based foods and beverages, Plant-based foods, Legumes and their products, Legumes, Seeds, Legume seeds, Pulses",Nutri-Score unknown,Missing data to compute the Nutri-Score,NOVA not computed,Food processing level unknown,Eco-Score not computed,Not Available,green gram beansmoong,,Palm oil content unknown; Vegan status unknown; Vegetarian
sweet corn soup - inchi - 15 g,8906108530802.0,Unknown,Inchi,"Meals, Dried products, Dried products to be rehydrated, Soups, Dried meals, Dehydrated soups, Soup mixes",Nutri-Score unknown,Missing data to compute the Nutri-Score,NOVA 4,Ultra processed foods,Eco-Score not computed,Not Available,"potato starch, sugar, dried glucose syrup, edible comman salt, dehydrated vegetables  corn , carrot ,cabbage  parsley , flavour enhancer ins , soy sauce powder soybean, wheat, salt, dehydrated vegetable powders onion, garlic, acidity regulator ins , chilli powder, turmeric powder, pepper powder, sunflower oil, anticaking agent ins , thickener ins , flavoursnatural identical flavouring substance sweetcorn","[""e330 - citric acid; e415 - xanthan gum; e551 - silicon dioxide; e635 - disodium 5'-ribonucleotide""]",Palm oil free; Vegan status unknown; Vegetarian status unknown
Kabuli Chana - 24Mantra - 500g,8904083505396.0,Unknown,24Mantra,"Plant-based foods and beverages, Plant-based foods, Legumes and their products, Legumes, Seeds, Legume seeds, Pulses, Chickpeas",Nutri-Score A,Very good nutritional quality,NOVA 1,Unprocessed or minimally processed foods,Eco-Score B,Not Available,chickpeas kabuli chana,,Palm oil content unknown; Vegan status unknown; Vegetarian status unknown
Fuse - Cadbury - 45g,7622202023545.0,Unknown,Cadbury,"Snacks, Sweet snacks, Cocoa and its products, Chocolates",Nutri-Score unknown,Missing data to compute the Nutri-Score,NOVA 4,Ultra processed foods,Eco-Score not computed,Not Available,"centre filling   peanuts , sugar, interesterified vegetable fat, liquid glucose, milk solids, hydrogenated vegetable oil, cocoa solids, invert sugar, humectant , lodised salt, emulsifiers , , flavours nature identical and artificial vanilla flavouring substances milk chocolate sugar, cocoa butter, milk solids , lactose, cocoa solids, fractionated fat, emulsifiers , , flavours natural, nature identical and artificial vanilla and caramel flavouring substances",['e322 - lecithins; e422 - glycerol; e442 - ammonium phosphatides; e471 - mono- and diglycerides of fatty acids; e476 - polyglycerol polyricinoleate'],May contain palm oil; Non-vegan; Vegetarian
Dahi - Verka,8901826902405.0,Unknown,Verka,"Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Fermented dairy desserts, Yogurts, Plain fermented dairy desserts, Plain yogurts, Curd",Nutri-Score A,Very good nutritional quality,NOVA 1,Unprocessed or minimally processed foods,Eco-Score B,Fat in low quantity (1.3%); Saturated fat in low quantity (0.8%); Sugars in low quantity (4%); Salt in low quantity (0.166%),"milk solids,active lactic culture",,Palm oil content unknown; Non-vegan; Vegetarian
Fruit Yoghurt Mango - Mother Diary - 100g,8901648014843.0,Unknown,Mother Diary,"Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Fermented dairy desserts, Fermented dairy desserts with fruits, Yogurts, Fruit yogurts",Nutri-Score C,Average nutritional quality,NOVA 4,Ultra processed foods,Eco-Score B,Fat in moderate quantity (4.6%); Saturated fat in moderate quantity (3.2%); Sugars in high quantity (18.5%); Salt in low quantity (0.136%),"milk, sugar , milk solids, mango pulp, active lactic culture thickening agent tins , dried citrus pulp, natureidentical flavouring substances and synthetic food colours ins   ins",['e102 - tartrazine'],Palm oil content unknown; Non-vegan; Vegetarian
Dark Fantasy Choco Fills - Sunfeast - 300g,8901725015879.0,Unknown,Sunfeast,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Biscuit (cookie) snack w chocolate filling",Nutri-Score E,Bad nutritional quality,NOVA 4,Ultra processed foods,Eco-Score D,Fat in high quantity (26.5%); Saturated fat in high quantity (12.9%); Sugars in high quantity (34.4%); Salt in moderate quantity (0.416%),"choco crme  sugar, refined palmolein, refined palm oil, cocoa solids, nature identical flavouring substances chocolate and artificial flavouring substances vanilla, refined wheat flour maida, hydrogenated vegetable oils, sugar, invert syrup, liquid glucose, raising agents ins ii, ins ii, ins i, cocoa solids , butter, milk solids, iodized salt, nature identical flavouring substances milk chocolate, colours ins c, ins d, emulsifiers lecithin from soyabean, mono  and diglycerides of fatty acids from palm oil and artificial flavouring substances milk, vanilla contains wheat, milk, soy may contain nut, sulphite",['e150c - ammonia caramel; e150d - sulphite ammonia caramel; e322 - lecithins; e322i - lecithin; e450 - diphosphates; e450i - disodium diphosphate; e471 - mono- and diglycerides of fatty acids; e500 - sodium carbonates; e500ii - sodium hydrogen carbonate; e503 - ammonium carbonates; e503ii - ammonium hydrogen carbonate'],Palm oil; Non-vegan; Vegetarian status unknown
Tamarind Whole - Zoff - 500g,8906093217047.0,Unknown,Zoff,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Fruits based foods, Fruits, Immature tamarind pulp",Nutri-Score D,Poor nutritional quality,NOVA 1,Unprocessed or minimally processed foods,Eco-Score B,Not Available,tamarind,,Palm oil free; Vegan; Vegetarian
Bitter gourd - - 500 g,8904849250925.0,Unknown,Unknown,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Vegetables based foods, Vegetables",Nutri-Score unknown,Missing data to compute the Nutri-Score,NOVA not computed,Food processing level unknown,Eco-Score not computed,Not Available,bitter gourd,,Palm oil content unknown; Vegan status unknown; Vegetarian status unknown
Orange Nagpur Small - - 1kg,8904377652288.0,Unknown,Unknown,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Fruits based foods, Fruits, Fresh fruits",Nutri-Score A,Very good nutritional quality,NOVA 1,Unprocessed or minimally processed foods,Eco-Score not yet applicable,Not Available,orange,,Palm oil free; Vegan; Vegetarian
Potato Fresh New Crop - - 1kg,8904970597004.0,Unknown,Unknown,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Vegetables based foods, Vegetables, Potato",Nutri-Score B,Good nutritional quality,NOVA 1,Unprocessed or minimally processed foods,Eco-Score not computed,Not Available,potato,,Palm oil free; Vegan; Vegetarian
Greek Yogurt - MilkyMist - 100g,8904083302292.0,Unknown,MilkyMist,"Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Fermented dairy desserts, Yogurts, Greek-style yogurts",Nutri-Score A,Very good nutritional quality,NOVA not computed,Food processing level unknown,Eco-Score B,Fat in low quantity (2.2%); Saturated fat in moderate quantity (1.6%); Sugars in moderate quantity (6.5%); Salt in low quantity (0.168%),"pasteurised double toned milk, milk solids, active lactic cultures lbacillus delbrueckii subsp bulgaricus, sthermophilus, allergen information contains milk",,Palm oil content unknown; Non-vegan; Vegetarian
Lemon Infused Honey - Honey Twigs - 240g,8908005469261.0,Unknown,Honey Twigs,"Breakfasts, Spreads, Sweet spreads, Bee products, Sweeteners, Honey-based preparations, Honey and royal jelly mixtures",Nutri-Score E,Bad nutritional quality,NOVA 4,Ultra processed foods,Eco-Score not computed,Not Available,"honey ,lemon concentrate , lemon flavour  contains added flavour natural  nature identical flavouring substances",,Palm oil free; Non-vegan; Maybe vegetarian
Kuppies Dark Choco Chip Brownie - Dr. Oetker - 37 g,8906002006922.0,Brownies,Dr. Oetker,"Snacks, Sweet snacks, Biscuits and cakes, Cakes, Chocolate cakes, Brownies",Nutri-Score unknown,Missing data to compute the Nutri-Score,NOVA 4,Ultra processed foods,Eco-Score D,Not Available,"r, oet pvt, ltd c sect galam bu lidar prades contact cons sugar , sugar chips , , pies oil edible ngredie waterefined soyabeamaida, humectants ins, ins, cocoa solids , acidity regulator ins, dark vegetable fat hydrogenated, cocoa solids palm oil glucose syrup, stabilizers ins dextrose , emulsifier ins, milk solids compound chips ins, ins, lodised starch, preservatives salt ins edible ins ins, ins, baking powder, n natureidentical flavouring substa emulsifiers ins, ins, ins acidity regulator ins, flour treat agent insi, antioxidants ins ins, flavour enhancer ins contains wheat, soy and milk, serve sizeg nutritional information hplace pack contains  serve per  rda g per serve energy kcal , , protein g , , carbohydrate g ,  total sugars g ,  added sugars g , , total fat g , ,  saturated fat g , , trans fat g , ,  cholesterol mg , sodium mg , , per serve recommended dietary allowances rda basis",['e1102 - glucose oxidase; e1104 - lipase; e142 - green s; e154 - brown fk; e200 - sorbic acid; e202 - potassium sorbate; e261 - potassium acetate; e322 - lecithins; e330 - citric acid; e340 - potassium phosphates; e415 - xanthan gum; e420 - sorbitol; e422 - glycerol; e471 - mono- and diglycerides of fatty acids; e481 - sodium stearoyl-2-lactylate; e501 - potassium carbonates'],May contain palm oil; Vegan status unknown; Vegetarian
Nescafe Gold - 95g,89008669.0,Unknown,Nescafé,"Plant-based foods and beverages, Beverages, Plant-based foods, Coffees, Instant beverages, Instant coffees",Nutri-Score B,Good nutritional quality,NOVA 1,Unprocessed or minimally processed foods,Eco-Score E,Not Available,coffee beans,,Palm oil free; Vegan; Vegetarian
Yippee Noodles - Sunfeast - 70g,8901725005887.0,Unknown,Sunfeast,"Plant-based foods and beverages, Plant-based foods, Dried products, Pastas, Dried products to be rehydrated, Noodles, Instant noodles",Nutri-Score unknown,Missing data to compute the Nutri-Score,NOVA 4,Ultra processed foods,Eco-Score C,Not Available,"refined wheat flour maida, refined palm oil, lodized salt, wheat gluten , thickeners ins , ins , stabilizers ins i, ins ii, ins iii, ins i and acidity regulators ins i, ins i, ins  dehydrated vegetables beans , carrot , onion  and cabbage , instant noodle powder refined wheat flour maida , refined palm oil, lodized salt, wheat gluten , spices and condiments  garlic, coriander, cumin, ginger, chilli, aniseed, fenugreek, black pepper, cardamom, nutmeg, caraway, cinnamon, clove and turmeric, sugar, lodized salt, hydrolyzed vegetable protein, natural flavours and natural flavouring substances, nature identical flavouring substances, maltodextrin, yeast extract, acidity regulator ins , flavour enhancers ins , ins  and anticaking agent ins  contains wheat, soy may contains milk, nut",['e170 - calcium carbonates; e170i - calcium carbonate; e330 - citric acid; e339ii - disodium phosphate; e412 - guar gum; e450 - diphosphates; e450iii - tetrasodium diphosphate; e452 - polyphosphates; e452i - sodium polyphosphate; e500 - sodium carbonates; e500i - sodium carbonate; e501 - potassium carbonates; e501i - potassium carbonate; e508 - potassium chloride; e551 - silicon dioxide; e627 - disodium guanylate; e631 - disodium inosinate'],Palm oil; Vegan status unknown; Vegetarian status unknown
